Name,Md5,e_magic,e_cblp,e_cp,e_crlc,e_cparhdr,e_minalloc,e_maxalloc,e_ss,e_sp,e_csum,e_ip,e_cs,e_lfarlc,e_ovno,e_oemid,e_oeminfo,e_lfanew,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Reserved1,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsLength,SectionMeanEntropy,SectionMinEntropy,SectionMaxEntropy,SectionMeanRawsize,SectionMinRawsize,SectionMaxRawsize,SectionMeanVirtualsize,SectionMinVirtualsize,SectionMaxVirtualsize,SectionMeanPhysical,SectionMinPhysical,SectionMaxPhysical,SectionMeanVirtualAddress,SectionMinVirtualAddress,SectionMaxVirtualAddress,SectionMeanPointerData,SectionMinPointerData,SectionMaxPointerData,SectionMeanChar,SectionMinChar,SectionMaxChar,SizeImageDirectoryEntryExport,RVAImageDirectoryEntryExport,SizeImageDirectoryEntryImport,RVAImageDirectoryEntryImport,SizeImageDirectoryEntryResource,RVAImageDirectoryEntryResource,SizeImageDirectoryEntryException,RVAImageDirectoryEntryException,SizeImageDirectoryEntrySecurity,RVAImageDirectoryEntrySecurity,SumImportFunction,SumImportFunctionMethod
VirusShare_678c155ab6ded113732106f1e77594f1,678c155ab6ded113732106f1e77594f1,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,248,34404,5,1299587833,0,0,240,34,523,10,0,53760,383488,0,50000,4096,0,4294967296,4096,512,6,1,6,1,5,2,0,462848,1024,497815,2,33088,524288,8192,1048576,4096,0,16,5,4.793667985841823,0.21776995545804625,7.750109172443454,87449.6,512,379392,89294.4,324,380928,89294.4,324,380928,135168.0,4096,458752,121753.6,1024,437760,1617323680.0,1073741888,3221225536,0,0,160,53616,379064,77824,1404,73728,0,0,7,154
VirusShare_095df20ced77e89ab1ff0c01b490f622,095df20ced77e89ab1ff0c01b490f622,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,224,34404,5,1296209639,0,0,240,34,523,9,0,6144,2199040,0,5220,4096,0,4294967296,4096,512,6,1,6,1,5,2,0,2224128,1024,2214561,2,32832,524288,8192,1048576,4096,0,16,5,3.3331468425808297,0.11836963125913882,7.999266855083986,441036.8,512,2197504,441034.4,60,2197008,441034.4,60,2197008,454656.0,4096,2220032,445952.0,1024,2205696,1617323680.0,1073741888,3221225536,0,0,80,8920,2197008,20480,300,16384,6032,2206208,3,44
VirusShare_88d67a43d0a595f20e91e021b94b59fa,88d67a43d0a595f20e91e021b94b59fa,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1109130135,0,0,240,47,523,8,0,73728,90112,0,1073896413,4096,0,4194304,4096,512,4,0,0,0,5,2,0,335872,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,3.5339402417796206,0.0,6.034727191270709,30720.0,5632,73728,32518.6,5484,73629,32518.6,5484,73629,86016.0,4096,126976,751697408.0,1024,3758206976,1610612793.6,1073741888,3221225536,0,0,80,100084,43784,126976,5484,118784,0,0,3,72
VirusShare_109bf42d3a6c45ed704bf0c62bcf7b89,109bf42d3a6c45ed704bf0c62bcf7b89,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1360002389,0,0,240,34,523,10,10,8704,466432,0,5160,4096,0,5368709120,4096,512,6,2,6,2,5,2,0,495616,1024,536136,2,33120,524288,8192,1048576,4096,0,16,5,3.4975609485519112,0.15517757530476972,7.996886200971832,95027.2,512,464896,94988.0,72,464428,94988.0,72,464428,111411.2,4096,491520,101478.4,1024,475648,1617323680.0,1073741888,3221225536,0,0,80,10980,464428,24576,408,20480,15432,476160,3,50
VirusShare_097c051268fc5929773a9c3cff788c1c,097c051268fc5929773a9c3cff788c1c,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,6,1339248009,0,0,240,34,523,9,0,73216,58880,0,1073849553,4096,0,5368709120,4096,512,5,2,0,0,5,2,0,290816,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,3.910500758611713,0.0,6.3522153641764865,22016.0,1536,73216,27386.33333333333,1270,72960,27386.33333333333,1270,72960,107861.33333333331,4096,172032,626435754.6666666,1024,3758227968,1526726714.6666667,1073741888,3221225536,0,0,140,97268,22624,147456,3624,143360,0,0,6,153
VirusShare_85b499d1b73b7c4728c577410b47b752,85b499d1b73b7c4728c577410b47b752,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1258569974,0,0,240,35,523,8,0,310784,135168,0,168368,4096,0,5368709120,4096,512,4,0,0,0,5,2,0,466944,1024,470597,2,32768,1048576,4096,1048576,4096,0,16,5,1.2356211221798912,0.0,6.178105610899456,89190.4,1536,310784,91424.8,1468,310456,91424.8,1468,310456,330956.8,4096,462848,321843.2,1024,445440,1610612793.6,1073741888,3221225536,0,0,180,419140,1468,462848,15924,446464,0,0,0,0
VirusShare_709e6924c2a02282fef00663bd1f7ad8,709e6924c2a02282fef00663bd1f7ad8,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,208,34404,5,1125152394,0,0,240,35,523,8,0,99840,49664,0,15312,4096,0,4194304,4096,512,4,0,0,0,5,2,0,163840,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,3.7110671395717176,1.752528790913075,5.311634914613559,28876.8,4608,99840,29585.6,4295,99493,29585.6,4295,99493,109772.8,4096,155648,101273.6,1024,140800,2040109523.2,1073741888,3221225536,0,0,80,155648,0,0,5448,147456,0,0,3,87
VirusShare_90aa2cc39e10ce43f7f31e90961f0b5e,90aa2cc39e10ce43f7f31e90961f0b5e,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,7,1245061655,0,0,240,34,523,9,0,47104,153600,0,217088,4096,0,4294967296,4096,512,6,1,6,1,6,1,0,221184,1536,0,2,33088,524288,69632,1048576,4096,0,16,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,300,53240,127328,81920,1716,77824,0,0,0,0
VirusShare_89aa9cf40eea5af42a3f98e606990f1c,89aa9cf40eea5af42a3f98e606990f1c,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,240,34404,5,1256021938,0,0,240,35,523,8,0,1590272,6708224,0,1459328,4096,0,5368709120,4096,512,4,0,0,0,5,2,0,8339456,1024,8324974,2,32768,1048576,4096,1048576,4096,0,16,5,5.572374190068165,4.104970749107149,6.865453570326897,1659699.2,46592,6031872,1664585.4,72368,6031692,1664585.4,72368,6031692,1643315.2,4096,2306048,1624473.6,1024,2267648,1610612793.6,1073741888,3221225536,0,0,440,2098928,6031692,2306048,112728,2191360,6688,8299520,21,544
VirusShare_84b153c0f074e4286be1bd704c20cd50,84b153c0f074e4286be1bd704c20cd50,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1258695493,0,0,240,35,523,9,0,4608,19456,0,1073772357,4096,0,5368709120,4096,512,5,2,0,0,5,2,0,81920,1024,49395,2,32768,1048576,4096,1048576,4096,0,16,5,3.0906920725717684,0.0,6.188122223553691,4812.8,512,11264,4885.0,372,11016,4885.0,372,11016,20480.0,4096,32768,751631052.8,1024,3758114304,1610612793.6,1073741888,3221225536,0,0,160,20108,7024,32768,372,28672,5480,25088,7,81
VirusShare_91cb657385df8f51876f5e1fd88f0352,91cb657385df8f51876f5e1fd88f0352,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,248,34404,5,1247529507,0,0,240,34,523,9,0,55296,402432,0,51656,4096,0,4294967296,4096,512,6,1,6,1,5,2,0,483328,1024,488234,2,32832,524288,8192,1048576,4096,0,16,5,4.809373125079643,0.20134432838821048,7.831029892135531,91545.6,512,398336,93624.0,324,401408,93624.0,324,401408,139264.0,4096,479232,126771.2,1024,458240,1617323680.0,1073741888,3221225536,0,0,160,54832,398296,77824,1404,73728,0,0,7,152
VirusShare_83f306dad45143effc639943d8d5bbe3,83f306dad45143effc639943d8d5bbe3,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,10,1292291748,0,0,240,34,523,8,0,1512960,272896,0,1789960,4096,0,65536,4096,512,6,0,6,0,6,0,0,1810432,1024,1839019,1,0,262144,4096,1048576,4096,0,16,10,2.6040263933765666,0.0,6.412793217284435,178329.6,512,1458688,178241.0,224,1458332,178241.0,224,1458332,1473740.8,4096,1798144,1459200.0,1024,1772544,1875692796.8,1107296320,3791650848,0,0,60,1790052,896,1794048,50352,1736704,6776,1784320,0,0
VirusShare_137d7b025ad99a60024dfed7e8b8b101,137d7b025ad99a60024dfed7e8b8b101,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1213260680,0,0,240,35,523,8,0,176128,182272,0,77616,4096,0,5368709120,4096,512,4,0,0,0,5,2,0,368640,1024,380602,2,32768,1048576,4096,1048576,4096,0,16,5,4.873902920789248,3.0663115802715653,6.3973729425980075,68608.0,7168,176128,71491.6,9432,176122,71491.6,9432,176122,184320.0,4096,262144,173465.6,1024,238592,1610612793.6,1073741888,3221225536,0,0,140,220052,105368,262144,9432,249856,6656,344064,6,165
VirusShare_202c58d508248629244df57603291772,202c58d508248629244df57603291772,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,5,1205748316,0,0,240,35,523,8,0,37376,20992,0,6992,4096,0,4194304,4096,512,4,0,0,0,5,2,0,81920,1024,119666,2,32768,1048576,4096,1048576,4096,0,16,5,4.335930134451422,1.6850592034626262,6.185720198087767,11673.6,512,37376,13162.0,176,37262,13162.0,176,37262,51609.6,4096,77824,41062.4,1024,58880,1610612793.6,1073741888,3221225536,0,0,80,54452,176,77824,2496,73728,0,0,3,92
VirusShare_118f67cfdbed578a729ef633cc19325a,118f67cfdbed578a729ef633cc19325a,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,256,34404,7,1315764761,0,0,240,35,523,10,0,589824,476160,0,108396,4096,0,5368709120,4096,512,5,2,0,0,5,2,0,1167360,1024,846927,2,33024,4194304,4096,4194304,4096,0,16,7,4.85551163047262,2.2022426716395933,6.490740108660795,152283.42857142858,7168,589824,164631.57142857142,6705,589486,164631.57142857142,6705,589486,659456.0,4096,860160,603501.7142857143,1024,763392,1380525261.7142856,536870976,3221225536,0,0,340,667984,303328,860160,28020,802816,0,0,16,514
VirusShare_114d598405fc691ce652323d14e496c7,114d598405fc691ce652323d14e496c7,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,224,34404,6,1327952874,0,0,240,34,523,9,0,120832,338432,0,1074180625,4096,0,5368709120,4096,512,5,2,0,0,5,2,0,917504,1024,506438,2,32768,1048576,4096,1048576,4096,0,16,6,3.930687673002391,0.0,6.251192076040097,75776.0,2560,286720,76266.33333333331,2114,286688,76266.33333333331,2114,286688,185002.66666666663,4096,466944,626525354.6666666,1024,3758549504,1526726714.6666667,1073741888,3221225536,0,0,140,152920,286688,180224,6384,172032,8512,455680,6,202
VirusShare_92e8bad1cbccf8024761dcf7dd154e86,92e8bad1cbccf8024761dcf7dd154e86,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,248,34404,5,1247529507,0,0,240,34,523,9,0,55296,134656,0,51656,4096,0,4294967296,4096,512,6,1,6,1,5,2,0,212992,1024,193676,2,32832,524288,8192,1048576,4096,0,16,5,4.682144037800264,0.20134432838821048,7.194884455738641,37990.4,512,130560,39556.8,324,131072,39556.8,324,131072,85196.8,4096,208896,73216.0,1024,190464,1617323680.0,1073741888,3221225536,0,0,160,54832,130372,77824,1404,73728,0,0,7,152
alink.dll,753879b5c1c3f17449d82c6ecc0335dd,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,256,332,7,1551510251,0,0,224,8482,267,14,10,100864,30720,0,93104,4096,106496,268435456,4096,512,6,0,10,0,6,0,0,155648,1024,169645,2,16704,1048576,4096,1048576,4096,0,16,7,3.589384462813221,0.020393135236084957,6.556832941092817,16384.0,512,100864,18456.714285714286,9,100390,18456.714285714286,9,100390,114688.0,4096,147456,92452.57142857145,1024,111104,2075581353.142857,1073741888,3221225536,150,104336,200,127676,952,143360,0,0,15920,115712,9,165
aif.dll,4e325df4d88f205b5419b487f417d89d,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,264,34404,6,1559772009,0,0,240,8226,523,14,13,889344,869888,0,876484,4096,0,6442450944,4096,512,6,0,0,0,6,0,0,1773568,1024,1827077,2,352,1048576,4096,1048576,4096,0,16,6,5.280847339513803,3.4555774461560134,6.1937409112632515,292266.66666666674,512,889344,292906.5,480,888871,292906.5,480,888871,1303210.666666667,4096,1761280,1292544.0,1024,1742848,1526726714.6666667,1073741888,3221225536,283752,1391536,280,1675288,480,1757184,48264,1708032,7752,1754624,13,512
VirusShare_83f88691bd0a571bc65c971e153877c2,83f88691bd0a571bc65c971e153877c2,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,224,34404,5,1280121311,0,0,240,34,523,9,0,156160,112640,0,24542,4096,0,4294967296,4096,512,6,1,6,1,6,1,0,282624,1536,0,2,33088,524288,8192,1048576,4096,0,16,5,4.2796933692120716,2.021183741190533,7.054184475183166,51097.6,1536,156160,53542.0,1080,155866,53542.0,1080,155866,162201.6,4096,278528,147763.2,1536,255488,1617323680.0,1073741888,3221225536,0,0,320,150432,91600,184320,3372,180224,0,0,15,352
VirusShare_199a96e64e86492bb1c3a617decd66d8,199a96e64e86492bb1c3a617decd66d8,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,280,34404,5,1271404072,0,0,240,35,523,9,0,613376,183808,0,119932,4096,0,5368709120,4096,512,5,2,0,0,5,2,0,897024,1024,802598,2,33024,4194304,4096,4194304,4096,0,16,5,5.0024138423013245,2.170591479011837,6.428007493152323,159436.8,27648,613376,176592.2,27156,613057,176592.2,27156,613057,602931.2,4096,856064,562176.0,1024,760320,1610612793.6,1073741888,3221225536,0,0,340,692656,37528,856064,27156,827392,0,0,16,517
VirusShare_85b8504e8c075d2a1cb20319dbde1ece,85b8504e8c075d2a1cb20319dbde1ece,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,248,34404,5,1299587833,0,0,240,34,523,10,0,53760,1093120,0,50000,4096,0,4294967296,4096,512,6,1,6,1,5,2,0,1171456,1024,1162082,2,33088,524288,8192,1048576,4096,0,16,5,4.698460887578099,0.21776995545804625,7.274073681124832,229376.0,512,1089024,230860.0,324,1088756,230860.0,324,1088756,276889.6,4096,1167360,263680.0,1024,1147392,1617323680.0,1073741888,3221225536,0,0,160,53616,889740,77824,1404,73728,0,0,7,154
VirusShare_82f792a1a4abab93058f916e70283252,82f792a1a4abab93058f916e70283252,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,11,1281368819,0,0,240,34,523,8,0,383488,38400,0,362076,4096,0,65536,4096,512,5,2,5,2,5,2,0,397312,1024,173091,1,0,262144,4096,1048576,4096,0,16,11,1.4525298870558847,0.0,7.802470170575178,14615.272727272728,0,158208,33536.27272727273,24,157753,33536.27272727273,24,157753,187671.27272727274,4096,393216,29463.272727272728,0,160768,2037669213.090909,1073741888,3758096480,0,0,80,298240,1024,393216,6444,147456,5568,161792,3,132
VirusShare_89de2036b5c82a442cc2451850247d4f,89de2036b5c82a442cc2451850247d4f,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,224,34404,4,1254808735,0,0,240,3107,523,8,0,57344,6144,0,39104,8192,0,4294967296,8192,512,5,2,5,2,5,2,0,155648,1024,18196041,2,32768,524288,8192,1048576,4096,0,16,4,4.87611719208986,0.7420237291651195,7.998260615276536,4540288.0,512,18101248,33607.0,2004,71752,33607.0,2004,71752,90112.0,8192,147456,44800.0,1024,60928,1744830520.0,1073741888,3221225536,0,0,160,61728,3424,147456,2004,139264,15568,18162176,7,134
VirusShare_084fca631cba38858ae3a00cf0001882,084fca631cba38858ae3a00cf0001882,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,7,992297378,0,0,240,47,523,8,0,73728,90112,0,231175,4096,0,4194304,4096,512,4,0,0,0,5,2,0,237568,1024,0,2,32768,1048576,4096,1048576,4096,0,16,7,4.422102800234455,0.0,7.4339916334074685,30354.285714285717,0,73728,32625.285714285717,4096,73629,32625.285714285717,4096,73629,123465.14285714286,4096,233472,112347.42857142855,1024,213504,2530962921.142857,1073741888,3758096480,0,0,80,100084,43784,126976,0,0,0,0,3,72
VirusShare_95fee6047fe07b93ad4ad6ebb2343abb,95fee6047fe07b93ad4ad6ebb2343abb,23117,144,3,0,4,0,65535,0,184,0,0,0,64,0,0,0,232,34404,9,1290251224,0,0,240,34,523,9,0,24576,9728,0,12720,4096,0,65536,4096,512,6,1,6,1,5,2,0,61440,1024,94133,1,0,262144,4096,1048576,4096,0,16,9,3.9635514355364436,1.0349343416639198,6.265315243827965,3356.444444444445,512,18944,3545.1111111111113,220,18794,3545.1111111111113,220,18794,37319.11111111112,4096,57344,22471.11111111111,1024,30720,1875319971.5555558,1107296320,3791650848,0,0,60,50092,1040,53248,864,40960,0,0,2,26
